# Processing hw01_instances/ag24_00.txt

# x23 x22 x21 x20 x19 x18 x17 x16 x15 x14 x13 x12 x11 x10 x9 x8 x7 x6 x5 x4 x3 x2 x1 x0 z
  0 1 1 0 1 0 1 1 1 1 0 0 1 1 0 1 0 0 1 0 0 0 0 0 1
  0 1 1 0 1 0 1 1 1 1 0 0 1 1 0 1 0 0 1 0 0 0 1 0 1
  0 1 1 0 1 0 1 1 1 1 0 0 1 1 0 1 1 0 1 0 0 0 1 0 1
  0 1 1 0 1 0 1 1 1 1 0 1 1 1 0 1 0 0 1 0 0 0 0 0 1
  0 1 1 0 1 0 1 1 1 1 0 1 1 1 0 1 0 0 1 0 0 0 1 0 1
  0 1 1 0 1 0 1 1 1 1 0 1 1 1 0 1 1 0 1 0 0 0 1 0 1
  0 1 1 0 1 1 1 1 0 0 0 0 1 1 0 1 0 0 1 0 0 0 0 0 1
  0 1 1 0 1 1 1 1 0 0 0 0 1 1 0 1 0 0 1 0 0 0 1 0 1
  0 1 1 0 1 1 1 1 0 0 0 1 0 1 0 1 0 0 1 0 0 0 0 0 1
  0 1 1 0 1 1 1 1 0 0 0 1 0 1 0 1 0 0 1 0 0 0 1 0 1
  0 1 1 0 1 1 1 1 0 0 0 1 1 1 0 1 0 0 1 0 0 0 0 0 1
  0 1 1 0 1 1 1 1 0 0 0 1 1 1 0 1 0 0 1 0 0 0 1 0 1
  0 1 1 0 1 1 1 1 0 1 0 0 1 1 0 1 0 0 1 0 0 0 0 0 1
  0 1 1 0 1 1 1 1 0 1 0 0 1 1 0 1 0 0 1 0 0 0 1 0 1
  0 1 1 0 1 1 1 1 0 1 0 1 0 1 0 1 0 0 1 0 0 0 0 0 1
  0 1 1 0 1 1 1 1 0 1 0 1 0 1 0 1 0 0 1 0 0 0 1 0 1
  0 1 1 0 1 1 1 1 0 1 0 1 1 1 0 1 0 0 1 0 0 0 0 0 1
  0 1 1 0 1 1 1 1 0 1 0 1 1 1 0 1 0 0 1 0 0 0 1 0 1
  0 1 1 0 1 1 1 1 1 0 0 1 1 1 0 1 0 0 1 0 0 0 0 0 1
  0 1 1 0 1 1 1 1 1 0 0 1 1 1 0 1 0 0 1 0 0 0 1 0 1
  0 1 1 0 1 1 1 1 1 1 0 1 1 1 0 1 0 0 1 0 0 0 0 0 1
  0 1 1 0 1 1 1 1 1 1 0 1 1 1 0 1 0 0 1 0 0 0 1 0 1
  0 1 1 1 0 0 1 1 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 1
  0 1 1 1 0 0 1 1 0 0 0 0 1 1 0 0 0 0 1 1 0 0 0 0 1
  0 1 1 1 0 0 1 1 0 0 0 0 1 1 0 1 0 0 1 0 0 0 0 0 1
  0 1 1 1 0 0 1 1 0 0 0 0 1 1 0 1 0 0 1 1 0 0 0 0 1
  0 1 1 1 0 0 1 1 1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 1
  0 1 1 1 0 0 1 1 1 0 0 0 1 1 0 0 0 0 1 1 0 0 0 0 1
  0 1 1 1 0 0 1 1 1 0 0 0 1 1 0 1 0 0 1 0 0 0 0 0 1
  0 1 1 1 0 0 1 1 1 0 0 0 1 1 0 1 0 0 1 1 0 0 0 0 1
  0 1 1 1 0 1 1 1 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 1
  0 1 1 1 0 1 1 1 0 0 0 0 1 1 0 0 0 0 1 1 0 0 0 0 1
  0 1 1 1 0 1 1 1 0 0 0 0 1 1 0 1 0 0 1 0 0 0 0 0 1
  0 1 1 1 0 1 1 1 0 0 0 0 1 1 0 1 0 0 1 1 0 0 0 0 1
  0 1 1 1 0 1 1 1 1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 1
  0 1 1 1 0 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 0 0 0 0 1
  0 1 1 1 0 1 1 1 1 0 0 0 1 1 0 1 0 0 1 0 0 0 0 0 1
  0 1 1 1 0 1 1 1 1 0 0 0 1 1 0 1 0 0 1 1 0 0 0 0 1
  0 1 1 1 1 0 1 1 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 1
  0 1 1 1 1 0 1 1 0 0 0 0 1 1 0 1 0 0 1 0 0 0 0 0 1
  0 1 1 1 1 0 1 1 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 1
  0 1 1 1 1 0 1 1 0 0 0 1 0 1 0 1 0 0 1 0 0 0 0 0 1
  0 1 1 1 1 0 1 1 0 0 0 1 1 1 0 0 0 0 1 0 0 0 0 0 1
  0 1 1 1 1 0 1 1 0 0 0 1 1 1 0 1 0 0 1 0 0 0 0 0 1
  0 1 1 1 1 0 1 1 1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 1
  0 1 1 1 1 0 1 1 1 0 0 0 1 1 0 1 0 0 1 0 0 0 0 0 1
  0 1 1 1 1 0 1 1 1 0 0 1 1 1 0 0 0 0 1 0 0 0 0 0 1
  0 1 1 1 1 0 1 1 1 0 0 1 1 1 0 1 0 0 1 0 0 0 0 0 1
  0 1 1 1 1 1 1 1 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 1
  0 1 1 1 1 1 1 1 0 0 0 0 1 1 0 1 0 0 1 0 0 0 0 0 1
  0 1 1 1 1 1 1 1 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 1
  0 1 1 1 1 1 1 1 0 0 0 1 0 1 0 1 0 0 1 0 0 0 0 0 1
  0 1 1 1 1 1 1 1 0 0 0 1 1 1 0 0 0 0 1 0 0 0 0 0 1
  0 1 1 1 1 1 1 1 0 0 0 1 1 1 0 1 0 0 1 0 0 0 0 0 1
  0 1 1 1 1 1 1 1 1 0 0 1 1 1 0 0 0 0 1 0 0 0 0 0 1
  0 1 1 1 1 1 1 1 1 0 0 1 1 1 0 1 0 0 1 0 0 0 0 0 1
  1 1 1 1 0 0 1 1 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 1
  1 1 1 1 0 0 1 1 1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 1
  1 1 1 1 0 1 1 1 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 1
  1 1 1 1 0 1 1 1 1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 1
  1 1 1 1 1 0 1 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1
  1 1 1 1 1 0 1 1 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 1
  1 1 1 1 1 0 1 1 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 1
  1 1 1 1 1 0 1 1 0 0 0 1 1 1 0 0 0 0 1 0 0 0 0 0 1
  1 1 1 1 1 0 1 1 1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 1
  1 1 1 1 1 0 1 1 1 0 0 1 1 1 0 0 0 0 1 0 0 0 0 0 1
  1 1 1 1 1 1 1 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1
  1 1 1 1 1 1 1 1 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 1
  1 1 1 1 1 1 1 1 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 1
  1 1 1 1 1 1 1 1 0 0 0 1 1 1 0 0 0 0 1 0 0 0 0 0 1
  1 1 1 1 1 1 1 1 1 0 0 1 1 1 0 0 0 0 1 0 0 0 0 0 1
ag24_00.txt took 1.7558 seconds
# Processing hw01_instances/ag24_01.txt

# x23 x22 x21 x20 x19 x18 x17 x16 x15 x14 x13 x12 x11 x10 x9 x8 x7 x6 x5 x4 x3 x2 x1 x0 z
  0 0 0 0 1 0 0 0 0 1 1 0 0 0 1 0 1 0 1 0 0 1 0 1 1
  0 0 0 0 1 0 0 0 1 1 1 0 0 0 1 0 1 0 1 0 0 1 0 1 1
  0 0 0 0 1 0 0 0 1 1 1 0 0 0 1 0 1 0 1 0 0 1 1 1 1
  0 0 0 1 1 0 0 0 0 1 1 0 0 0 1 0 1 0 1 0 0 1 0 1 1
  0 0 0 1 1 0 0 0 0 1 1 0 0 0 1 0 1 0 1 0 0 1 1 1 1
ag24_01.txt took 2.4149 seconds
# Processing hw01_instances/ag24_02.txt

# x23 x22 x21 x20 x19 x18 x17 x16 x15 x14 x13 x12 x11 x10 x9 x8 x7 x6 x5 x4 x3 x2 x1 x0 z
  1 0 1 0 0 1 0 1 0 0 1 0 1 0 0 1 1 1 1 1 1 1 1 1 1
  1 0 1 0 0 1 0 1 0 0 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1
  1 0 1 0 1 1 0 1 0 0 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1
  1 0 1 1 0 1 0 1 0 0 1 0 1 0 0 1 1 1 1 1 1 1 1 1 1
  1 0 1 1 0 1 0 1 0 0 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1
  1 0 1 1 1 1 0 1 0 0 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1
ag24_02.txt took 1.9942 seconds
# Processing hw01_instances/ag24_03.txt

# x23 x22 x21 x20 x19 x18 x17 x16 x15 x14 x13 x12 x11 x10 x9 x8 x7 x6 x5 x4 x3 x2 x1 x0 z
  0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 1 1 0 1 1 0 0 0 1 1
  0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 1 1 0 1 1 0 0 1 1 1
  0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 1 1 1 1 1 0 0 0 1 1
ag24_03.txt took 2.1546 seconds
# Processing hw01_instances/ag24_04.txt

# x23 x22 x21 x20 x19 x18 x17 x16 x15 x14 x13 x12 x11 x10 x9 x8 x7 x6 x5 x4 x3 x2 x1 x0 z
  0 0 0 1 1 1 1 0 0 1 0 0 1 1 0 0 1 0 1 0 1 0 1 1 1
  0 0 0 1 1 1 1 0 1 1 0 0 1 1 0 0 0 0 1 1 1 0 1 1 1
  0 0 0 1 1 1 1 0 1 1 0 0 1 1 0 0 1 0 0 0 1 0 1 1 1
  0 0 0 1 1 1 1 0 1 1 0 0 1 1 0 0 1 0 1 0 1 0 1 1 1
ag24_04.txt took 2.2898 seconds
# Processing hw01_instances/ag24_05.txt

# x23 x22 x21 x20 x19 x18 x17 x16 x15 x14 x13 x12 x11 x10 x9 x8 x7 x6 x5 x4 x3 x2 x1 x0 z
  1 0 0 0 1 1 0 0 1 1 1 0 0 0 0 1 1 1 0 0 1 1 0 1 1
  1 0 0 0 1 1 0 0 1 1 1 1 0 0 0 1 1 1 0 0 1 1 0 1 1
ag24_05.txt took 2.2064 seconds
# Processing hw01_instances/ag24_06.txt

# x23 x22 x21 x20 x19 x18 x17 x16 x15 x14 x13 x12 x11 x10 x9 x8 x7 x6 x5 x4 x3 x2 x1 x0 z
  1 1 0 1 1 1 0 1 0 1 0 1 1 1 1 1 0 1 0 1 1 0 1 0 1
  1 1 0 1 1 1 0 1 0 1 0 1 1 1 1 1 0 1 1 1 1 0 1 0 1
  1 1 0 1 1 1 0 1 0 1 0 1 1 1 1 1 1 1 0 1 1 0 1 0 1
  1 1 0 1 1 1 0 1 0 1 0 1 1 1 1 1 1 1 1 1 1 0 1 0 1
  1 1 0 1 1 1 0 1 0 1 1 1 1 1 1 1 0 1 0 1 1 0 1 0 1
  1 1 0 1 1 1 0 1 0 1 1 1 1 1 1 1 0 1 1 1 1 0 1 0 1
  1 1 0 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 0 1 1 0 1 0 1
  1 1 0 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1
  1 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1 0 1 0 1 1 0 1 0 1
  1 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1 0 1 1 1 1 0 1 0 1
  1 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1 1 1 0 1 1 0 1 0 1
  1 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1 1 1 1 1 1 0 1 0 1
  1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 0 1 0 1 1 0 1 0 1
  1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 0 1 1 1 1 0 1 0 1
  1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 0 1 1 0 1 0 1
  1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1
ag24_06.txt took 2.3766 seconds
# Processing hw01_instances/ag24_07.txt

# x23 x22 x21 x20 x19 x18 x17 x16 x15 x14 x13 x12 x11 x10 x9 x8 x7 x6 x5 x4 x3 x2 x1 x0 z
  0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 1
  0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 1 1
  0 0 1 0 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 1
  0 0 1 0 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 1 1
  0 0 1 1 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 1
  0 0 1 1 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 1 1
  0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 1
  0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 1 1
  1 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 1
  1 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 1 1
  1 0 1 0 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 1
  1 0 1 0 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 1 1
  1 0 1 1 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 1
  1 0 1 1 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 1 1
  1 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 1
  1 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 1 1
ag24_07.txt took 4.4038 seconds
# Processing hw01_instances/ag24_08.txt

# x23 x22 x21 x20 x19 x18 x17 x16 x15 x14 x13 x12 x11 x10 x9 x8 x7 x6 x5 x4 x3 x2 x1 x0 z
  1 1 1 1 0 1 1 0 0 1 1 1 0 1 0 1 0 1 1 1 1 0 1 0 1
ag24_08.txt took 6.5056 seconds
# Processing hw01_instances/ag24_09.txt

# x23 x22 x21 x20 x19 x18 x17 x16 x15 x14 x13 x12 x11 x10 x9 x8 x7 x6 x5 x4 x3 x2 x1 x0 z
  0 1 1 1 0 1 0 1 1 0 1 1 1 0 1 1 1 0 1 1 1 1 1 0 1
ag24_09.txt took 9.5166 seconds
# Processing hw01_instances/ag24_10.txt

# x23 x22 x21 x20 x19 x18 x17 x16 x15 x14 x13 x12 x11 x10 x9 x8 x7 x6 x5 x4 x3 x2 x1 x0 z
  0 0 1 0 0 0 1 1 1 1 1 0 1 0 1 1 0 0 1 0 1 0 1 1 1
  0 0 1 0 0 0 1 1 1 1 1 0 1 1 1 1 0 0 1 0 1 0 1 1 1
  0 0 1 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1
  0 0 1 0 1 0 1 1 1 1 1 0 1 0 1 1 0 0 1 0 1 0 1 1 1
  0 0 1 0 1 0 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1
ag24_10.txt took 14.0586 seconds
# Processing hw01_instances/ag24_11.txt

# x23 x22 x21 x20 x19 x18 x17 x16 x15 x14 x13 x12 x11 x10 x9 x8 x7 x6 x5 x4 x3 x2 x1 x0 z
  1 0 1 1 1 1 1 0 1 0 1 0 0 0 1 0 0 0 0 1 1 0 0 0 1
ag24_11.txt took 14.2200 seconds
# Processing hw01_instances/ag24_12.txt

# x23 x22 x21 x20 x19 x18 x17 x16 x15 x14 x13 x12 x11 x10 x9 x8 x7 x6 x5 x4 x3 x2 x1 x0 z
  0 0 1 0 1 1 0 1 1 1 0 1 0 1 0 1 0 0 1 1 0 1 1 0 1
  0 0 1 0 1 1 0 1 1 1 0 1 0 1 0 1 0 1 1 1 0 1 1 0 1
  0 0 1 0 1 1 0 1 1 1 0 1 0 1 1 1 0 0 1 1 0 1 0 0 1
  0 0 1 0 1 1 0 1 1 1 0 1 0 1 1 1 0 0 1 1 0 1 1 0 1
  0 0 1 0 1 1 0 1 1 1 0 1 0 1 1 1 0 1 1 1 0 1 0 0 1
  0 0 1 0 1 1 0 1 1 1 0 1 0 1 1 1 0 1 1 1 0 1 1 0 1
  0 0 1 0 1 1 0 1 1 1 0 1 1 1 0 0 0 0 1 1 0 1 1 0 1
  0 0 1 0 1 1 0 1 1 1 0 1 1 1 0 1 0 0 1 1 0 1 1 0 1
  0 0 1 0 1 1 0 1 1 1 0 1 1 1 0 1 0 1 1 1 0 1 1 0 1
  0 0 1 0 1 1 0 1 1 1 0 1 1 1 1 0 0 0 1 1 0 1 0 0 1
  0 0 1 0 1 1 0 1 1 1 0 1 1 1 1 0 0 0 1 1 0 1 1 0 1
  0 0 1 0 1 1 0 1 1 1 0 1 1 1 1 0 0 1 1 1 0 1 0 0 1
  0 0 1 0 1 1 0 1 1 1 0 1 1 1 1 1 0 0 1 1 0 1 0 0 1
  0 0 1 0 1 1 0 1 1 1 0 1 1 1 1 1 0 0 1 1 0 1 1 0 1
  0 0 1 0 1 1 0 1 1 1 0 1 1 1 1 1 0 1 1 1 0 1 0 0 1
  0 0 1 0 1 1 0 1 1 1 0 1 1 1 1 1 0 1 1 1 0 1 1 0 1
  0 0 1 0 1 1 0 1 1 1 1 1 0 1 0 1 0 1 1 1 0 1 1 0 1
  0 0 1 0 1 1 0 1 1 1 1 1 0 1 1 1 0 1 1 1 0 1 0 0 1
  0 0 1 0 1 1 0 1 1 1 1 1 0 1 1 1 0 1 1 1 0 1 1 0 1
  0 0 1 0 1 1 0 1 1 1 1 1 1 1 0 1 0 1 1 1 0 1 1 0 1
  0 0 1 0 1 1 0 1 1 1 1 1 1 1 1 0 0 1 1 1 0 1 0 0 1
  0 0 1 0 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 0 0 1
  0 0 1 0 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1
  1 0 1 0 1 1 0 1 1 1 0 1 0 1 0 1 0 0 1 1 0 1 1 0 1
  1 0 1 0 1 1 0 1 1 1 0 1 0 1 0 1 0 1 1 1 0 1 1 0 1
  1 0 1 0 1 1 0 1 1 1 0 1 0 1 1 1 0 0 1 1 0 1 0 0 1
  1 0 1 0 1 1 0 1 1 1 0 1 0 1 1 1 0 0 1 1 0 1 1 0 1
  1 0 1 0 1 1 0 1 1 1 0 1 0 1 1 1 0 1 1 1 0 1 0 0 1
  1 0 1 0 1 1 0 1 1 1 0 1 0 1 1 1 0 1 1 1 0 1 1 0 1
  1 0 1 0 1 1 0 1 1 1 0 1 1 1 0 0 0 0 1 1 0 1 1 0 1
  1 0 1 0 1 1 0 1 1 1 0 1 1 1 0 1 0 0 1 1 0 1 1 0 1
  1 0 1 0 1 1 0 1 1 1 0 1 1 1 0 1 0 1 1 1 0 1 1 0 1
  1 0 1 0 1 1 0 1 1 1 0 1 1 1 1 0 0 0 1 1 0 1 0 0 1
  1 0 1 0 1 1 0 1 1 1 0 1 1 1 1 0 0 0 1 1 0 1 1 0 1
  1 0 1 0 1 1 0 1 1 1 0 1 1 1 1 0 0 1 1 1 0 1 0 0 1
  1 0 1 0 1 1 0 1 1 1 0 1 1 1 1 1 0 0 1 1 0 1 0 0 1
  1 0 1 0 1 1 0 1 1 1 0 1 1 1 1 1 0 0 1 1 0 1 1 0 1
  1 0 1 0 1 1 0 1 1 1 0 1 1 1 1 1 0 1 1 1 0 1 0 0 1
  1 0 1 0 1 1 0 1 1 1 0 1 1 1 1 1 0 1 1 1 0 1 1 0 1
  1 0 1 0 1 1 0 1 1 1 1 1 0 1 0 1 0 1 1 1 0 1 1 0 1
  1 0 1 0 1 1 0 1 1 1 1 1 0 1 1 1 0 1 1 1 0 1 0 0 1
  1 0 1 0 1 1 0 1 1 1 1 1 0 1 1 1 0 1 1 1 0 1 1 0 1
  1 0 1 0 1 1 0 1 1 1 1 1 1 1 0 1 0 1 1 1 0 1 1 0 1
  1 0 1 0 1 1 0 1 1 1 1 1 1 1 1 0 0 1 1 1 0 1 0 0 1
  1 0 1 0 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 0 0 1
  1 0 1 0 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1
  1 0 1 0 1 1 1 1 1 1 0 1 0 1 0 1 0 1 1 1 0 1 1 0 1
  1 0 1 0 1 1 1 1 1 1 0 1 0 1 1 1 0 1 1 1 0 1 0 0 1
  1 0 1 0 1 1 1 1 1 1 0 1 0 1 1 1 0 1 1 1 0 1 1 0 1
  1 0 1 0 1 1 1 1 1 1 0 1 1 1 0 1 0 1 1 1 0 1 1 0 1
  1 0 1 0 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 0 1 0 0 1
  1 0 1 0 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 0 1 1 0 1
ag24_12.txt took 17.6347 seconds
# Processing hw01_instances/ag24_13.txt

# x23 x22 x21 x20 x19 x18 x17 x16 x15 x14 x13 x12 x11 x10 x9 x8 x7 x6 x5 x4 x3 x2 x1 x0 z
  1 0 0 1 1 1 1 1 1 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0 1
ag24_13.txt took 33.4013 seconds
# Processing hw01_instances/ag24_14.txt

# x23 x22 x21 x20 x19 x18 x17 x16 x15 x14 x13 x12 x11 x10 x9 x8 x7 x6 x5 x4 x3 x2 x1 x0 z
  1 1 1 1 0 0 0 1 1 1 1 0 0 1 0 1 1 1 0 0 0 0 0 1 1
  1 1 1 1 0 1 0 1 1 1 1 0 0 1 0 1 1 1 0 0 0 0 0 1 1
ag24_14.txt took 40.1123 seconds
# Processing hw01_instances/ag24_15.txt

# x23 x22 x21 x20 x19 x18 x17 x16 x15 x14 x13 x12 x11 x10 x9 x8 x7 x6 x5 x4 x3 x2 x1 x0 z
  0 0 1 1 0 0 0 0 0 0 1 1 1 0 0 0 0 1 0 1 1 1 0 0 1
  1 0 1 1 0 0 0 0 0 0 1 1 1 0 0 0 0 1 0 1 1 1 0 0 1
ag24_15.txt took 43.3906 seconds

# Summary of times:
# ag24_00.txt took 1.7558 seconds
# ag24_01.txt took 2.4149 seconds
# ag24_02.txt took 1.9942 seconds
# ag24_03.txt took 2.1546 seconds
# ag24_04.txt took 2.2898 seconds
# ag24_05.txt took 2.2064 seconds
# ag24_06.txt took 2.3766 seconds
# ag24_07.txt took 4.4038 seconds
# ag24_08.txt took 6.5056 seconds
# ag24_09.txt took 9.5166 seconds
# ag24_10.txt took 14.0586 seconds
# ag24_11.txt took 14.2200 seconds
# ag24_12.txt took 17.6347 seconds
# ag24_13.txt took 33.4013 seconds
# ag24_14.txt took 40.1123 seconds
# ag24_15.txt took 43.3906 seconds

# Total time: 198.4369 seconds
